state,county,party,candidate,votes
AL,Washington,,Write-ins,22
AL,Wilcox,,Write-ins,13
AL,Winston,,Write-ins,53
CO,ADAMS,Democratic Party,Hillary Clinton / Tim Kaine,96558
CO,ALAMOSA,Democratic Party,Hillary Clinton / Tim Kaine,3189
CO,ARAPAHOE,Democratic Party,Hillary Clinton / Tim Kaine,159885
CO,ARCHULETA,Democratic Party,Hillary Clinton / Tim Kaine,2500
CO,BACA,Democratic Party,Hillary Clinton / Tim Kaine,283
CO,BENT,Democratic Party,Hillary Clinton / Tim Kaine,590
CO,BOULDER,Democratic Party,Hillary Clinton / Tim Kaine,132334
CO,BROOMFIELD,Democratic Party,Hillary Clinton / Tim Kaine,19731
CO,CHAFFEE,Democratic Party,Hillary Clinton / Tim Kaine,4888
CO,CHEYENNE,Democratic Party,Hillary Clinton / Tim Kaine,132
CO,CLEAR CREEK,Democratic Party,Hillary Clinton / Tim Kaine,2729
CO,CONEJOS,Democratic Party,Hillary Clinton / Tim Kaine,1771
CO,COSTILLA,Democratic Party,Hillary Clinton / Tim Kaine,1125
CO,CROWLEY,Democratic Party,Hillary Clinton / Tim Kaine,339
CO,CUSTER,Democratic Party,Hillary Clinton / Tim Kaine,797
CO,DELTA,Democratic Party,Hillary Clinton / Tim Kaine,4087
CO,DENVER,Democratic Party,Hillary Clinton / Tim Kaine,244551
CO,DOLORES,Democratic Party,Hillary Clinton / Tim Kaine,242
CO,DOUGLAS,Democratic Party,Hillary Clinton / Tim Kaine,68657
CO,EAGLE,Democratic Party,Hillary Clinton / Tim Kaine,14099
CO,ELBERT,Democratic Party,Hillary Clinton / Tim Kaine,3134
CO,EL PASO,Democratic Party,Hillary Clinton / Tim Kaine,108010
CO,FREMONT,Democratic Party,Hillary Clinton / Tim Kaine,5297
CO,GARFIELD,Democratic Party,Hillary Clinton / Tim Kaine,11271
CO,GILPIN,Democratic Party,Hillary Clinton / Tim Kaine,1634
CO,GRAND,Democratic Party,Hillary Clinton / Tim Kaine,3358
CO,GUNNISON,Democratic Party,Hillary Clinton / Tim Kaine,5128
CO,HINSDALE,Democratic Party,Hillary Clinton / Tim Kaine,197
CO,HUERFANO,Democratic Party,Hillary Clinton / Tim Kaine,1633
CO,JACKSON,Democratic Party,Hillary Clinton / Tim Kaine,171
CO,JEFFERSON,Democratic Party,Hillary Clinton / Tim Kaine,160776
CO,KIOWA,Democratic Party,Hillary Clinton / Tim Kaine,91
CO,KIT CARSON,Democratic Party,Hillary Clinton / Tim Kaine,536
CO,LAKE,Democratic Party,Hillary Clinton / Tim Kaine,1616
CO,LA PLATA,Democratic Party,Hillary Clinton / Tim Kaine,15525
CO,LARIMER,Democratic Party,Hillary Clinton / Tim Kaine,93113
CO,LAS ANIMAS,Democratic Party,Hillary Clinton / Tim Kaine,2650
CO,LINCOLN,Democratic Party,Hillary Clinton / Tim Kaine,409
CO,LOGAN,Democratic Party,Hillary Clinton / Tim Kaine,1851
CO,MESA,Democratic Party,Hillary Clinton / Tim Kaine,21729
CO,MINERAL,Democratic Party,Hillary Clinton / Tim Kaine,237
CO,MOFFAT,Democratic Party,Hillary Clinton / Tim Kaine,874
CO,MONTEZUMA,Democratic Party,Hillary Clinton / Tim Kaine,3973
CO,MONTROSE,Democratic Party,Hillary Clinton / Tim Kaine,5466
CO,MORGAN,Democratic Party,Hillary Clinton / Tim Kaine,3151
CO,OTERO,Democratic Party,Hillary Clinton / Tim Kaine,2943
CO,OURAY,Democratic Party,Hillary Clinton / Tim Kaine,1697
CO,PARK,Democratic Party,Hillary Clinton / Tim Kaine,3421
CO,PHILLIPS,Democratic Party,Hillary Clinton / Tim Kaine,436
CO,PITKIN,Democratic Party,Hillary Clinton / Tim Kaine,7333
CO,PROWERS,Democratic Party,Hillary Clinton / Tim Kaine,1186
CO,PUEBLO,Democratic Party,Hillary Clinton / Tim Kaine,35875
CO,RIO BLANCO,Democratic Party,Hillary Clinton / Tim Kaine,436
CO,RIO GRANDE,Democratic Party,Hillary Clinton / Tim Kaine,2001
CO,ROUTT,Democratic Party,Hillary Clinton / Tim Kaine,7600
CO,SAGUACHE,Democratic Party,Hillary Clinton / Tim Kaine,1417
CO,SAN JUAN,Democratic Party,Hillary Clinton / Tim Kaine,265
CO,SAN MIGUEL,Democratic Party,Hillary Clinton / Tim Kaine,2975
CO,SEDGWICK,Democratic Party,Hillary Clinton / Tim Kaine,267
CO,SUMMIT,Democratic Party,Hillary Clinton / Tim Kaine,9557
CO,TELLER,Democratic Party,Hillary Clinton / Tim Kaine,3603
CO,WASHINGTON,Democratic Party,Hillary Clinton / Tim Kaine,296
CO,WELD,Democratic Party,Hillary Clinton / Tim Kaine,46519
CO,YUMA,Democratic Party,Hillary Clinton / Tim Kaine,726
CO,,Democratic Party,Hillary Clinton / Tim Kaine,1338870
CO,ADAMS,Republican Party,Donald J. Trump,80082
CO,ALAMOSA,Republican Party,Donald J. Trump,3046
CO,ARAPAHOE,Republican Party,Donald J. Trump,117053
CO,ARCHULETA,Republican Party,Donald J. Trump,4264
CO,BACA,Republican Party,Donald J. Trump,1753
CO,BENT,Republican Party,Donald J. Trump,1188
CO,BOULDER,Republican Party,Donald J. Trump,41396
CO,BROOMFIELD,Republican Party,Donald J. Trump,14367
CO,CHAFFEE,Republican Party,Donald J. Trump,5391
CO,CHEYENNE,Republican Party,Donald J. Trump,925
CO,CLEAR CREEK,Republican Party,Donald J. Trump,2575
CO,CONEJOS,Republican Party,Donald J. Trump,1914
CO,COSTILLA,Republican Party,Donald J. Trump,588
CO,CROWLEY,Republican Party,Donald J. Trump,1079
CO,CUSTER,Republican Party,Donald J. Trump,2061
CO,DELTA,Republican Party,Donald J. Trump,11655
CO,DENVER,Republican Party,Donald J. Trump,62690
CO,DOLORES,Republican Party,Donald J. Trump,944
CO,DOUGLAS,Republican Party,Donald J. Trump,102573
CO,EAGLE,Republican Party,Donald J. Trump,8990
CO,ELBERT,Republican Party,Donald J. Trump,11705
CO,EL PASO,Republican Party,Donald J. Trump,179228
CO,FREMONT,Republican Party,Donald J. Trump,15122
CO,GARFIELD,Republican Party,Donald J. Trump,13132
CO,GILPIN,Republican Party,Donald J. Trump,1566
CO,GRAND,Republican Party,Donald J. Trump,4494
CO,GUNNISON,Republican Party,Donald J. Trump,3289
CO,HINSDALE,Republican Party,Donald J. Trump,339
CO,HUERFANO,Republican Party,Donald J. Trump,1883
CO,JACKSON,Republican Party,Donald J. Trump,629
CO,JEFFERSON,Republican Party,Donald J. Trump,138177
CO,KIOWA,Republican Party,Donald J. Trump,728
CO,KIT CARSON,Republican Party,Donald J. Trump,2967
CO,LAKE,Republican Party,Donald J. Trump,1270
CO,LA PLATA,Republican Party,Donald J. Trump,12587
CO,LARIMER,Republican Party,Donald J. Trump,83430
CO,LAS ANIMAS,Republican Party,Donald J. Trump,3710
CO,LINCOLN,Republican Party,Donald J. Trump,1892
CO,LOGAN,Republican Party,Donald J. Trump,7282
CO,MESA,Republican Party,Donald J. Trump,49779
CO,MINERAL,Republican Party,Donald J. Trump,344
CO,MOFFAT,Republican Party,Donald J. Trump,5305
CO,MONTEZUMA,Republican Party,Donald J. Trump,7853
CO,MONTROSE,Republican Party,Donald J. Trump,14382
CO,MORGAN,Republican Party,Donald J. Trump,8145
CO,OTERO,Republican Party,Donald J. Trump,4928
CO,OURAY,Republican Party,Donald J. Trump,1351
CO,PARK,Republican Party,Donald J. Trump,6135
CO,PHILLIPS,Republican Party,Donald J. Trump,1791
CO,PITKIN,Republican Party,Donald J. Trump,2550
CO,PROWERS,Republican Party,Donald J. Trump,3531
CO,PUEBLO,Republican Party,Donald J. Trump,36265
CO,RIO BLANCO,Republican Party,Donald J. Trump,2791
CO,RIO GRANDE,Republican Party,Donald J. Trump,3085
CO,ROUTT,Republican Party,Donald J. Trump,5230
CO,SAGUACHE,Republican Party,Donald J. Trump,1147
CO,SAN JUAN,Republican Party,Donald J. Trump,215
CO,SAN MIGUEL,Republican Party,Donald J. Trump,1033
CO,SEDGWICK,Republican Party,Donald J. Trump,1015
CO,SUMMIT,Republican Party,Donald J. Trump,5100
CO,TELLER,Republican Party,Donald J. Trump,9745
CO,WASHINGTON,Republican Party,Donald J. Trump,2299
CO,WELD,Republican Party,Donald J. Trump,76651
CO,YUMA,Republican Party,Donald J. Trump,3850
CO,,Republican Party,Donald J. Trump,1202484
CO,ADAMS,American Constitution Party,Darrell L. Castle / Scott N. Bradley,993
CO,ALAMOSA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,35
CO,ARAPAHOE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,1096
CO,ARCHULETA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,43
CO,BACA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,20
CO,BENT,American Constitution Party,Darrell L. Castle / Scott N. Bradley,12
CO,BOULDER,American Constitution Party,Darrell L. Castle / Scott N. Bradley,502
CO,BROOMFIELD,American Constitution Party,Darrell L. Castle / Scott N. Bradley,152
CO,CHAFFEE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,66
CO,CHEYENNE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,6
CO,CLEAR CREEK,American Constitution Party,Darrell L. Castle / Scott N. Bradley,22
CO,CONEJOS,American Constitution Party,Darrell L. Castle / Scott N. Bradley,39
CO,COSTILLA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,9
CO,CROWLEY,American Constitution Party,Darrell L. Castle / Scott N. Bradley,12
CO,CUSTER,American Constitution Party,Darrell L. Castle / Scott N. Bradley,19
CO,DELTA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,100
CO,DENVER,American Constitution Party,Darrell L. Castle / Scott N. Bradley,623
CO,DOLORES,American Constitution Party,Darrell L. Castle / Scott N. Bradley,7
CO,DOUGLAS,American Constitution Party,Darrell L. Castle / Scott N. Bradley,695
CO,EAGLE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,62
CO,ELBERT,American Constitution Party,Darrell L. Castle / Scott N. Bradley,92
CO,EL PASO,American Constitution Party,Darrell L. Castle / Scott N. Bradley,1436
CO,FREMONT,American Constitution Party,Darrell L. Castle / Scott N. Bradley,142
CO,GARFIELD,American Constitution Party,Darrell L. Castle / Scott N. Bradley,150
CO,GILPIN,American Constitution Party,Darrell L. Castle / Scott N. Bradley,12
CO,GRAND,American Constitution Party,Darrell L. Castle / Scott N. Bradley,23
CO,GUNNISON,American Constitution Party,Darrell L. Castle / Scott N. Bradley,48
CO,HINSDALE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,2
CO,HUERFANO,American Constitution Party,Darrell L. Castle / Scott N. Bradley,27
CO,JACKSON,American Constitution Party,Darrell L. Castle / Scott N. Bradley,6
CO,JEFFERSON,American Constitution Party,Darrell L. Castle / Scott N. Bradley,1369
CO,KIOWA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,1
CO,KIT CARSON,American Constitution Party,Darrell L. Castle / Scott N. Bradley,36
CO,LAKE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,20
CO,LA PLATA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,127
CO,LARIMER,American Constitution Party,Darrell L. Castle / Scott N. Bradley,1026
CO,LAS ANIMAS,American Constitution Party,Darrell L. Castle / Scott N. Bradley,30
CO,LINCOLN,American Constitution Party,Darrell L. Castle / Scott N. Bradley,16
CO,LOGAN,American Constitution Party,Darrell L. Castle / Scott N. Bradley,73
CO,MESA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,442
CO,MINERAL,American Constitution Party,Darrell L. Castle / Scott N. Bradley,6
CO,MOFFAT,American Constitution Party,Darrell L. Castle / Scott N. Bradley,41
CO,MONTEZUMA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,58
CO,MONTROSE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,144
CO,MORGAN,American Constitution Party,Darrell L. Castle / Scott N. Bradley,74
CO,OTERO,American Constitution Party,Darrell L. Castle / Scott N. Bradley,63
CO,OURAY,American Constitution Party,Darrell L. Castle / Scott N. Bradley,7
CO,PARK,American Constitution Party,Darrell L. Castle / Scott N. Bradley,58
CO,PHILLIPS,American Constitution Party,Darrell L. Castle / Scott N. Bradley,15
CO,PITKIN,American Constitution Party,Darrell L. Castle / Scott N. Bradley,16
CO,PROWERS,American Constitution Party,Darrell L. Castle / Scott N. Bradley,23
CO,PUEBLO,American Constitution Party,Darrell L. Castle / Scott N. Bradley,427
CO,RIO BLANCO,American Constitution Party,Darrell L. Castle / Scott N. Bradley,22
CO,RIO GRANDE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,52
CO,ROUTT,American Constitution Party,Darrell L. Castle / Scott N. Bradley,58
CO,SAGUACHE,American Constitution Party,Darrell L. Castle / Scott N. Bradley,16
CO,SAN JUAN,American Constitution Party,Darrell L. Castle / Scott N. Bradley,0
CO,SAN MIGUEL,American Constitution Party,Darrell L. Castle / Scott N. Bradley,15
CO,SEDGWICK,American Constitution Party,Darrell L. Castle / Scott N. Bradley,9
CO,SUMMIT,American Constitution Party,Darrell L. Castle / Scott N. Bradley,46
CO,TELLER,American Constitution Party,Darrell L. Castle / Scott N. Bradley,74
CO,WASHINGTON,American Constitution Party,Darrell L. Castle / Scott N. Bradley,14
CO,WELD,American Constitution Party,Darrell L. Castle / Scott N. Bradley,844
CO,YUMA,American Constitution Party,Darrell L. Castle / Scott N. Bradley,26
CO,,American Constitution Party,Darrell L. Castle / Scott N. Bradley,11699
CO,ADAMS,Libertarian Party,Gary Johnson / Bill Weld,9893
CO,ALAMOSA,Libertarian Party,Gary Johnson / Bill Weld,405
CO,ARAPAHOE,Libertarian Party,Gary Johnson / Bill Weld,16002
CO,ARCHULETA,Libertarian Party,Gary Johnson / Bill Weld,331
CO,BACA,Libertarian Party,Gary Johnson / Bill Weld,51
CO,BENT,Libertarian Party,Gary Johnson / Bill Weld,83
CO,BOULDER,Libertarian Party,Gary Johnson / Bill Weld,8034
CO,BROOMFIELD,Libertarian Party,Gary Johnson / Bill Weld,2174
CO,CHAFFEE,Libertarian Party,Gary Johnson / Bill Weld,537
CO,CHEYENNE,Libertarian Party,Gary Johnson / Bill Weld,31
CO,CLEAR CREEK,Libertarian Party,Gary Johnson / Bill Weld,365
CO,CONEJOS,Libertarian Party,Gary Johnson / Bill Weld,166
CO,COSTILLA,Libertarian Party,Gary Johnson / Bill Weld,83
CO,CROWLEY,Libertarian Party,Gary Johnson / Bill Weld,63
CO,CUSTER,Libertarian Party,Gary Johnson / Bill Weld,141
CO,DELTA,Libertarian Party,Gary Johnson / Bill Weld,475
CO,DENVER,Libertarian Party,Gary Johnson / Bill Weld,14861
CO,DOLORES,Libertarian Party,Gary Johnson / Bill Weld,31
CO,DOUGLAS,Libertarian Party,Gary Johnson / Bill Weld,10212
CO,EAGLE,Libertarian Party,Gary Johnson / Bill Weld,1368
CO,ELBERT,Libertarian Party,Gary Johnson / Bill Weld,666
CO,EL PASO,Libertarian Party,Gary Johnson / Bill Weld,19877
CO,FREMONT,Libertarian Party,Gary Johnson / Bill Weld,890
CO,GARFIELD,Libertarian Party,Gary Johnson / Bill Weld,1135
CO,GILPIN,Libertarian Party,Gary Johnson / Bill Weld,193
CO,GRAND,Libertarian Party,Gary Johnson / Bill Weld,487
CO,GUNNISON,Libertarian Party,Gary Johnson / Bill Weld,595
CO,HINSDALE,Libertarian Party,Gary Johnson / Bill Weld,27
CO,HUERFANO,Libertarian Party,Gary Johnson / Bill Weld,151
CO,JACKSON,Libertarian Party,Gary Johnson / Bill Weld,41
CO,JEFFERSON,Libertarian Party,Gary Johnson / Bill Weld,18537
CO,KIOWA,Libertarian Party,Gary Johnson / Bill Weld,24
CO,KIT CARSON,Libertarian Party,Gary Johnson / Bill Weld,95
CO,LAKE,Libertarian Party,Gary Johnson / Bill Weld,173
CO,LA PLATA,Libertarian Party,Gary Johnson / Bill Weld,1878
CO,LARIMER,Libertarian Party,Gary Johnson / Bill Weld,11510
CO,LAS ANIMAS,Libertarian Party,Gary Johnson / Bill Weld,251
CO,LINCOLN,Libertarian Party,Gary Johnson / Bill Weld,77
CO,LOGAN,Libertarian Party,Gary Johnson / Bill Weld,319
CO,MESA,Libertarian Party,Gary Johnson / Bill Weld,3675
CO,MINERAL,Libertarian Party,Gary Johnson / Bill Weld,42
CO,MOFFAT,Libertarian Party,Gary Johnson / Bill Weld,179
CO,MONTEZUMA,Libertarian Party,Gary Johnson / Bill Weld,544
CO,MONTROSE,Libertarian Party,Gary Johnson / Bill Weld,735
CO,MORGAN,Libertarian Party,Gary Johnson / Bill Weld,350
CO,OTERO,Libertarian Party,Gary Johnson / Bill Weld,320
CO,OURAY,Libertarian Party,Gary Johnson / Bill Weld,150
CO,PARK,Libertarian Party,Gary Johnson / Bill Weld,509
CO,PHILLIPS,Libertarian Party,Gary Johnson / Bill Weld,60
CO,PITKIN,Libertarian Party,Gary Johnson / Bill Weld,374
CO,PROWERS,Libertarian Party,Gary Johnson / Bill Weld,155
CO,PUEBLO,Libertarian Party,Gary Johnson / Bill Weld,4072
CO,RIO BLANCO,Libertarian Party,Gary Johnson / Bill Weld,118
CO,RIO GRANDE,Libertarian Party,Gary Johnson / Bill Weld,232
CO,ROUTT,Libertarian Party,Gary Johnson / Bill Weld,722
CO,SAGUACHE,Libertarian Party,Gary Johnson / Bill Weld,92
CO,SAN JUAN,Libertarian Party,Gary Johnson / Bill Weld,17
CO,SAN MIGUEL,Libertarian Party,Gary Johnson / Bill Weld,154
CO,SEDGWICK,Libertarian Party,Gary Johnson / Bill Weld,28
CO,SUMMIT,Libertarian Party,Gary Johnson / Bill Weld,1000
CO,TELLER,Libertarian Party,Gary Johnson / Bill Weld,674
CO,WASHINGTON,Libertarian Party,Gary Johnson / Bill Weld,82
CO,WELD,Libertarian Party,Gary Johnson / Bill Weld,7487
CO,YUMA,Libertarian Party,Gary Johnson / Bill Weld,118
CO,,Libertarian Party,Gary Johnson / Bill Weld,144121
CO,ADAMS,Green Party,Jill Stein / Ajamu Baraka,2703
CO,ALAMOSA,Green Party,Jill Stein / Ajamu Baraka,117
CO,ARAPAHOE,Green Party,Jill Stein / Ajamu Baraka,3829
CO,ARCHULETA,Green Party,Jill Stein / Ajamu Baraka,116
CO,BACA,Green Party,Jill Stein / Ajamu Baraka,18
CO,BENT,Green Party,Jill Stein / Ajamu Baraka,20
CO,BOULDER,Green Party,Jill Stein / Ajamu Baraka,3733
CO,BROOMFIELD,Green Party,Jill Stein / Ajamu Baraka,497
CO,CHAFFEE,Green Party,Jill Stein / Ajamu Baraka,198
CO,CHEYENNE,Green Party,Jill Stein / Ajamu Baraka,4
CO,CLEAR CREEK,Green Party,Jill Stein / Ajamu Baraka,118
CO,CONEJOS,Green Party,Jill Stein / Ajamu Baraka,24
CO,COSTILLA,Green Party,Jill Stein / Ajamu Baraka,19
CO,CROWLEY,Green Party,Jill Stein / Ajamu Baraka,11
CO,CUSTER,Green Party,Jill Stein / Ajamu Baraka,24
CO,DELTA,Green Party,Jill Stein / Ajamu Baraka,255
CO,DENVER,Green Party,Jill Stein / Ajamu Baraka,5580
CO,DOLORES,Green Party,Jill Stein / Ajamu Baraka,13
CO,DOUGLAS,Green Party,Jill Stein / Ajamu Baraka,1477
CO,EAGLE,Green Party,Jill Stein / Ajamu Baraka,423
CO,ELBERT,Green Party,Jill Stein / Ajamu Baraka,138
CO,EL PASO,Green Party,Jill Stein / Ajamu Baraka,4093
CO,FREMONT,Green Party,Jill Stein / Ajamu Baraka,243
CO,GARFIELD,Green Party,Jill Stein / Ajamu Baraka,468
CO,GILPIN,Green Party,Jill Stein / Ajamu Baraka,122
CO,GRAND,Green Party,Jill Stein / Ajamu Baraka,128
CO,GUNNISON,Green Party,Jill Stein / Ajamu Baraka,249
CO,HINSDALE,Green Party,Jill Stein / Ajamu Baraka,11
CO,HUERFANO,Green Party,Jill Stein / Ajamu Baraka,48
CO,JACKSON,Green Party,Jill Stein / Ajamu Baraka,7
CO,JEFFERSON,Green Party,Jill Stein / Ajamu Baraka,4579
CO,KIOWA,Green Party,Jill Stein / Ajamu Baraka,1
CO,KIT CARSON,Green Party,Jill Stein / Ajamu Baraka,16
CO,LAKE,Green Party,Jill Stein / Ajamu Baraka,78
CO,LA PLATA,Green Party,Jill Stein / Ajamu Baraka,665
CO,LARIMER,Green Party,Jill Stein / Ajamu Baraka,3203
CO,LAS ANIMAS,Green Party,Jill Stein / Ajamu Baraka,62
CO,LINCOLN,Green Party,Jill Stein / Ajamu Baraka,9
CO,LOGAN,Green Party,Jill Stein / Ajamu Baraka,65
CO,MESA,Green Party,Jill Stein / Ajamu Baraka,712
CO,MINERAL,Green Party,Jill Stein / Ajamu Baraka,11
CO,MOFFAT,Green Party,Jill Stein / Ajamu Baraka,31
CO,MONTEZUMA,Green Party,Jill Stein / Ajamu Baraka,235
CO,MONTROSE,Green Party,Jill Stein / Ajamu Baraka,138
CO,MORGAN,Green Party,Jill Stein / Ajamu Baraka,80
CO,OTERO,Green Party,Jill Stein / Ajamu Baraka,57
CO,OURAY,Green Party,Jill Stein / Ajamu Baraka,61
CO,PARK,Green Party,Jill Stein / Ajamu Baraka,169
CO,PHILLIPS,Green Party,Jill Stein / Ajamu Baraka,9
CO,PITKIN,Green Party,Jill Stein / Ajamu Baraka,186
CO,PROWERS,Green Party,Jill Stein / Ajamu Baraka,30
CO,PUEBLO,Green Party,Jill Stein / Ajamu Baraka,942
CO,RIO BLANCO,Green Party,Jill Stein / Ajamu Baraka,16
CO,RIO GRANDE,Green Party,Jill Stein / Ajamu Baraka,61
CO,ROUTT,Green Party,Jill Stein / Ajamu Baraka,206
CO,SAGUACHE,Green Party,Jill Stein / Ajamu Baraka,129
CO,SAN JUAN,Green Party,Jill Stein / Ajamu Baraka,4
CO,SAN MIGUEL,Green Party,Jill Stein / Ajamu Baraka,128
CO,SEDGWICK,Green Party,Jill Stein / Ajamu Baraka,21
CO,SUMMIT,Green Party,Jill Stein / Ajamu Baraka,302
CO,TELLER,Green Party,Jill Stein / Ajamu Baraka,165
CO,WASHINGTON,Green Party,Jill Stein / Ajamu Baraka,11
CO,WELD,Green Party,Jill Stein / Ajamu Baraka,1353
CO,YUMA,Green Party,Jill Stein / Ajamu Baraka,16
CO,,Green Party,Jill Stein / Ajamu Baraka,38437
CO,ADAMS,Approval Voting Party,Frank Atwood / Blake Huber,23
CO,ALAMOSA,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,ARAPAHOE,Approval Voting Party,Frank Atwood / Blake Huber,47
CO,ARCHULETA,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,BACA,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,BENT,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,BOULDER,Approval Voting Party,Frank Atwood / Blake Huber,17
CO,BROOMFIELD,Approval Voting Party,Frank Atwood / Blake Huber,4
CO,CHAFFEE,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,CHEYENNE,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,CLEAR CREEK,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,CONEJOS,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,COSTILLA,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,CROWLEY,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,CUSTER,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,DELTA,Approval Voting Party,Frank Atwood / Blake Huber,3
CO,DENVER,Approval Voting Party,Frank Atwood / Blake Huber,46
CO,DOLORES,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,DOUGLAS,Approval Voting Party,Frank Atwood / Blake Huber,15
CO,EAGLE,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,ELBERT,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,EL PASO,Approval Voting Party,Frank Atwood / Blake Huber,29
CO,FREMONT,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,GARFIELD,Approval Voting Party,Frank Atwood / Blake Huber,3
CO,GILPIN,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,GRAND,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,GUNNISON,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,HINSDALE,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,HUERFANO,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,JACKSON,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,JEFFERSON,Approval Voting Party,Frank Atwood / Blake Huber,47
CO,KIOWA,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,KIT CARSON,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,LAKE,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,LA PLATA,Approval Voting Party,Frank Atwood / Blake Huber,3
CO,LARIMER,Approval Voting Party,Frank Atwood / Blake Huber,24
CO,LAS ANIMAS,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,LINCOLN,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,LOGAN,Approval Voting Party,Frank Atwood / Blake Huber,4
CO,MESA,Approval Voting Party,Frank Atwood / Blake Huber,6
CO,MINERAL,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,MOFFAT,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,MONTEZUMA,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,MONTROSE,Approval Voting Party,Frank Atwood / Blake Huber,3
CO,MORGAN,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,OTERO,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,OURAY,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,PARK,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,PHILLIPS,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,PITKIN,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,PROWERS,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,PUEBLO,Approval Voting Party,Frank Atwood / Blake Huber,21
CO,RIO BLANCO,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,RIO GRANDE,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,ROUTT,Approval Voting Party,Frank Atwood / Blake Huber,2
CO,SAGUACHE,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,SAN JUAN,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,SAN MIGUEL,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,SEDGWICK,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,SUMMIT,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,TELLER,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,WASHINGTON,Approval Voting Party,Frank Atwood / Blake Huber,1
CO,WELD,Approval Voting Party,Frank Atwood / Blake Huber,14
CO,YUMA,Approval Voting Party,Frank Atwood / Blake Huber,0
CO,,Approval Voting Party,Frank Atwood / Blake Huber,337
CO,ADAMS,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,139
CO,ALAMOSA,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,13
CO,ARAPAHOE,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,117
CO,ARCHULETA,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,3
CO,BACA,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,1
CO,BENT,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,2
CO,BOULDER,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,59
CO,BROOMFIELD,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,8
CO,CHAFFEE,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,2
CO,CHEYENNE,American Delta Party,Rocky Roque De La Fuente / Michael Steinberg,0
